workload_id,cpu_usage_percent,memory_usage_percent,runtime_hours_24h,storage_gb,request_count_24h,error_rate_percent,latency_ms,cost_24h,cost_30d_forecast,energy_kwh_24h,carbon_kgco2e_24h,carbon_intensity_gco2_per_kwh,environment,cloud_service_type,workflow_criticality,public_exposure,monitoring_enabled,cost_30d,energy_kwh_30d,carbon_kgco2e_30d
wl-doc-storage-001,38.58,59.12,22.92,102.91,26698,0.832,126.18,20.26,587.63,10.562,4.266,403.89,0,3,0,0,1,652.1,375.892,127.976
wl-doc-storage-001,46.93,54.41,24.0,123.4,40339,1.28,106.03,26.54,841.31,10.549,4.583,434.47,0,3,0,0,1,768.11,371.012,129.773
wl-doc-storage-001,40.79,53.95,24.0,108.12,52549,1.07,101.18,22.53,623.2,11.196,4.542,405.69,0,3,0,0,1,793.41,346.649,147.71
wl-doc-storage-001,27.59,46.08,24.0,56.55,37789,1.152,180.09,24.32,664.23,9.512,4.017,422.28,0,3,0,0,1,720.89,256.365,133.23
wl-doc-storage-001,47.58,61.41,24.0,93.88,38077,1.209,166.32,26.32,863.05,12.208,5.137,420.78,0,3,0,0,1,929.4,336.254,170.431
wl-doc-storage-001,44.25,39.63,24.0,132.1,39142,0.781,192.41,33.88,980.0,10.481,4.509,430.24,0,3,0,0,1,1031.92,332.556,133.616
wl-doc-storage-001,39.61,57.77,24.0,106.86,44969,1.189,270.77,26.06,768.63,9.357,4.049,432.67,0,3,0,0,1,848.98,265.894,103.342
wl-doc-storage-001,50.67,59.35,23.62,81.88,66717,0.784,98.2,31.46,1032.53,9.004,3.902,433.37,0,3,0,0,1,1097.72,259.501,100.779
wl-doc-storage-001,35.01,55.45,22.88,108.13,36106,0.367,172.66,25.49,831.72,9.205,3.85,418.28,0,3,0,0,1,881.96,255.437,126.46
wl-doc-storage-001,47.92,56.45,22.35,87.75,47374,0.386,121.15,27.97,773.5,9.794,4.223,431.15,0,3,0,0,1,830.71,325.181,114.936
wl-doc-storage-001,46.35,53.58,24.0,80.69,48478,0.788,142.69,29.51,953.04,12.016,5.101,424.56,0,3,0,0,1,1002.73,331.585,158.231
wl-doc-storage-001,33.89,48.55,19.82,100.53,47520,0.616,197.54,21.36,591.97,10.129,3.769,372.08,0,3,0,0,1,714.35,293.853,100.738
wl-doc-storage-001,37.53,44.85,22.27,95.11,48721,0.955,112.87,23.02,690.18,9.557,3.705,387.62,0,3,0,0,1,723.95,254.582,106.629
wl-doc-storage-001,43.27,49.06,21.09,126.37,36626,1.011,156.0,27.63,756.16,10.387,4.463,429.71,0,3,0,0,1,861.32,324.565,149.283
wl-doc-storage-001,32.24,42.25,24.0,105.52,28720,0.959,125.42,22.85,737.68,8.76,3.959,451.97,0,3,0,0,1,746.13,286.458,121.756
wl-doc-storage-001,39.09,54.44,21.59,80.66,55104,0.448,117.0,24.29,751.45,8.411,3.679,437.45,0,3,0,0,1,865.99,244.735,115.124
wl-report-generator-001,43.46,39.83,22.39,101.57,55652,0.769,157.44,24.69,785.08,10.151,4.188,412.57,1,5,2,0,1,872.81,277.194,140.392
wl-report-generator-001,32.93,42.51,24.0,122.08,51905,0.668,156.73,27.01,887.12,10.137,3.778,372.71,1,5,2,0,1,744.86,266.898,134.119
wl-report-generator-001,38.79,51.17,24.0,88.89,52421,0.888,103.38,25.45,764.08,10.793,4.515,418.29,1,5,2,0,1,788.7,316.109,136.362
wl-report-generator-001,37.95,55.0,24.0,106.89,84419,0.997,183.93,22.81,639.83,10.222,4.088,399.93,1,5,2,0,1,779.85,319.761,137.453
wl-report-generator-001,37.76,48.65,24.0,112.61,37421,1.044,130.48,24.79,747.65,12.18,5.181,425.38,1,5,2,0,1,673.64,427.515,162.399
wl-report-generator-001,39.56,48.0,22.77,93.4,63900,0.608,166.99,21.05,677.01,10.725,4.508,420.32,1,5,2,0,1,600.45,333.027,138.644
wl-report-generator-001,32.23,50.92,24.0,87.9,42410,0.945,164.39,28.46,839.26,10.39,3.43,330.16,1,5,2,0,1,766.34,355.92,117.037
wl-report-generator-001,36.61,54.08,23.47,103.57,40312,1.077,114.35,29.86,826.25,11.825,5.719,483.65,1,5,2,0,1,841.96,324.225,146.293
wl-report-generator-001,30.68,61.27,24.0,99.53,34685,0.612,95.37,19.51,620.32,9.959,4.392,441.0,1,5,2,0,1,643.0,336.755,118.71
wl-report-generator-001,45.03,40.49,22.18,64.19,22695,1.375,212.51,23.21,690.12,10.225,4.223,413.04,1,5,2,0,1,761.12,345.999,135.544
wl-report-generator-001,36.59,46.05,24.0,85.35,55646,0.649,153.82,24.52,715.17,11.346,5.167,455.39,1,5,2,0,1,762.77,289.551,177.788
wl-report-generator-001,28.24,49.28,24.0,88.22,47339,0.906,155.54,23.54,744.85,10.635,4.907,461.36,1,5,2,0,1,763.56,343.728,147.117
wl-report-generator-001,42.9,47.11,22.39,107.48,35703,1.047,135.65,23.98,669.63,11.056,4.953,448.02,1,5,2,0,1,795.04,356.562,129.944
wl-report-generator-001,46.05,49.34,24.0,110.35,40333,0.507,169.66,30.25,879.13,11.321,4.529,400.05,1,5,2,0,1,787.13,324.623,158.553
wl-report-generator-001,41.39,58.95,23.87,107.97,50579,0.84,201.7,26.39,797.47,11.142,5.007,449.42,1,5,2,0,1,676.87,317.409,179.717
wl-report-generator-001,44.5,41.68,24.0,98.67,37662,1.228,193.9,29.14,958.18,12.21,5.112,418.65,1,5,2,0,1,779.78,355.425,141.508
wl-report-generator-001,46.39,46.18,21.53,107.57,46521,0.906,172.3,22.12,657.98,10.777,4.218,391.42,1,5,2,0,1,724.16,342.352,146.95
wl-report-generator-001,44.29,54.54,22.11,82.48,50197,0.98,162.16,25.76,716.49,11.989,4.714,393.2,1,5,2,0,1,821.38,403.504,163.045
wl-report-generator-001,32.28,50.22,23.46,101.44,52428,1.165,152.54,22.89,726.78,9.312,4.208,451.89,1,5,2,0,1,701.29,252.088,123.142
wl-report-generator-001,42.75,55.15,23.01,96.33,62308,1.443,194.64,25.7,699.33,10.894,4.754,436.41,1,5,2,0,1,749.8,360.019,127.786
wl-report-generator-001,38.25,38.98,23.91,95.22,35339,0.682,140.37,27.67,867.85,8.543,3.33,389.77,1,5,2,0,1,923.59,263.293,117.26
wl-report-generator-001,36.77,43.12,23.98,93.38,69388,0.696,148.4,24.48,740.03,10.983,5.395,491.19,1,5,2,0,1,710.51,370.588,173.793
wl-report-generator-001,40.6,45.68,24.0,130.43,65133,0.897,175.67,25.41,796.37,11.903,4.541,381.49,1,5,2,0,1,758.5,402.132,155.318
wl-report-generator-001,40.58,63.68,24.0,103.69,46181,1.102,190.73,25.17,739.69,11.864,4.461,376.05,1,5,2,0,1,753.13,401.929,159.887
wl-report-generator-001,37.3,51.59,21.1,86.57,51552,0.81,120.99,19.75,635.92,9.629,3.722,386.52,1,5,2,0,1,552.85,305.805,101.048
wl-report-generator-001,29.18,50.24,24.0,125.1,27426,0.895,120.33,22.55,653.49,10.669,3.957,370.87,1,5,2,0,1,751.14,334.741,125.521
wl-report-generator-001,35.48,43.82,24.0,96.96,48231,0.744,150.67,24.99,678.18,9.966,4.263,427.72,1,5,2,0,1,844.03,349.309,148.106
wl-report-generator-001,46.97,41.73,24.0,79.91,45682,0.496,215.64,26.53,777.44,11.205,4.409,393.49,1,5,2,0,1,787.93,361.036,146.59
wl-report-generator-001,40.34,50.13,24.0,119.64,47653,1.061,116.95,24.53,719.7,9.557,4.159,435.17,1,5,2,0,1,646.52,308.735,137.98
wl-report-generator-001,35.51,57.86,22.43,103.38,52708,1.012,157.52,25.05,796.08,11.253,4.341,385.75,1,5,2,0,1,895.51,333.137,117.524
wl-report-generator-001,39.21,54.17,22.9,95.97,48748,1.27,150.9,21.59,693.41,10.359,3.827,369.47,1,5,2,0,1,685.6,271.509,116.608
wl-report-generator-001,37.79,52.2,24.0,109.04,57559,0.0,142.79,24.25,755.08,10.573,4.515,426.99,1,5,2,0,1,662.06,324.099,149.342
wl-report-generator-001,46.76,49.11,23.52,57.25,45918,0.367,156.64,29.22,920.66,12.971,5.383,415.01,1,5,2,0,1,820.09,384.369,144.04
wl-report-generator-001,36.63,47.2,24.0,85.79,46275,0.748,136.56,26.55,781.62,11.608,5.068,436.61,1,5,2,0,1,903.77,349.984,141.725
wl-report-generator-001,32.72,50.07,24.0,90.97,44041,0.731,167.18,22.55,664.41,8.591,3.388,394.33,1,5,2,0,1,752.01,219.692,98.636
wl-report-generator-001,47.42,45.61,24.0,121.05,50700,0.32,218.69,27.15,864.84,12.808,5.414,422.7,1,5,2,0,1,965.48,355.892,139.066
wl-report-generator-001,32.88,55.0,23.94,104.22,48170,0.72,123.95,27.36,764.75,9.371,4.085,435.93,1,5,2,0,1,782.58,288.27,118.308
wl-report-generator-001,32.19,44.14,18.87,121.12,54596,0.79,84.29,18.6,564.5,9.281,3.25,350.18,1,5,2,0,1,546.39,252.978,100.124
wl-report-generator-001,47.29,47.41,22.34,121.27,50569,1.149,129.44,26.8,871.33,11.341,5.173,456.14,1,5,2,0,1,885.1,363.649,160.844
wl-report-generator-001,45.76,48.48,20.41,74.81,28416,0.998,115.45,23.77,667.57,9.708,4.076,419.84,1,5,2,0,1,641.45,284.805,122.259
wl-report-generator-001,42.55,62.3,24.0,79.55,45628,0.299,195.6,27.59,861.68,11.291,5.004,443.22,1,5,2,0,1,737.79,352.852,164.179
wl-report-generator-001,37.9,55.75,24.0,97.14,45609,1.163,199.92,24.65,786.26,10.919,4.208,385.42,1,5,2,0,1,707.07,392.253,147.461
wl-report-generator-001,43.19,63.19,22.92,98.67,34333,0.745,105.33,26.71,863.39,10.385,4.512,434.53,1,5,2,0,1,810.78,296.301,157.738
wl-report-generator-001,44.2,36.63,24.0,74.89,48530,0.428,192.94,22.65,667.15,11.454,4.262,372.05,1,5,2,0,1,813.63,339.352,112.661
wl-report-generator-001,33.78,45.69,24.0,119.43,63784,0.751,77.18,27.68,899.53,11.294,4.775,422.82,1,5,2,0,1,844.75,381.426,131.556
wl-report-generator-001,31.5,41.39,24.0,93.53,35228,1.289,163.83,20.78,576.91,11.782,4.683,397.48,1,5,2,0,1,708.57,385.583,120.922
wl-report-generator-001,36.92,60.85,24.0,71.85,56872,0.761,119.0,21.66,639.84,9.944,4.162,418.59,1,5,2,0,1,702.77,310.116,111.891
wl-report-generator-001,33.91,61.8,24.0,126.92,47999,0.624,202.75,23.73,742.88,10.794,4.221,391.04,1,5,2,0,1,787.22,357.871,116.561
wl-report-generator-001,45.34,59.75,23.73,87.06,76374,0.311,107.2,31.57,959.84,11.529,4.941,428.54,1,5,2,0,1,1010.01,397.033,157.588
wl-report-generator-001,44.68,38.4,20.93,107.71,63272,0.749,167.11,23.27,730.85,8.825,3.774,427.64,1,5,2,0,1,696.01,279.465,97.262
wl-report-generator-001,32.99,55.18,24.0,92.76,46317,0.579,176.67,21.52,673.87,9.63,3.5,363.49,1,5,2,0,1,602.73,291.218,102.775
wl-report-generator-001,48.1,41.19,17.95,98.92,64030,1.309,123.88,16.42,483.52,8.479,3.964,467.46,1,5,2,0,1,474.84,293.313,129.323
wl-report-generator-001,31.9,56.47,24.0,74.93,24162,1.132,144.6,23.1,748.65,10.185,3.747,367.85,1,5,2,0,1,830.83,311.873,115.027
wl-report-generator-001,37.99,47.79,24.0,83.06,54033,0.374,147.88,22.51,709.55,12.296,4.57,371.67,1,5,2,0,1,729.69,373.468,130.576
wl-report-generator-001,42.77,51.46,18.83,103.11,54581,1.211,130.34,18.87,560.17,7.776,2.616,336.46,1,5,2,0,1,551.06,200.672,89.881
wl-report-generator-001,40.04,56.72,20.06,75.97,67965,0.832,153.1,21.89,720.04,7.996,2.985,373.32,1,5,2,0,1,786.51,269.747,81.206
wl-report-generator-001,24.8,37.37,24.0,84.56,45364,1.01,194.47,20.67,566.27,9.04,3.647,403.45,1,5,2,0,1,699.13,287.204,127.829
wl-report-generator-001,52.79,53.29,24.0,83.93,56564,0.569,161.86,29.75,909.28,15.304,6.62,432.58,1,5,2,0,1,905.74,448.824,212.2
wl-report-generator-001,31.38,60.28,21.62,91.53,57017,1.195,115.39,21.32,630.62,8.633,3.395,393.19,1,5,2,0,1,764.11,230.401,111.711
wl-report-generator-001,32.22,47.56,21.74,107.01,55650,0.652,209.55,21.2,651.34,9.51,3.67,385.88,1,5,2,0,1,674.26,247.003,126.564
wl-report-generator-001,36.01,56.89,24.0,122.69,29144,0.51,174.69,25.99,789.12,11.415,3.687,323.04,1,5,2,0,1,773.12,300.614,109.72
wl-report-generator-001,37.04,44.88,22.23,95.93,46461,1.4,138.17,21.88,639.13,9.104,3.836,421.29,1,5,2,0,1,614.2,286.65,98.346
wl-report-generator-001,46.46,36.6,22.68,79.5,46696,1.144,136.59,30.07,981.87,11.44,4.673,408.44,1,5,2,0,1,1046.99,332.197,157.258
wl-report-generator-001,43.09,39.75,24.0,98.24,56808,1.066,164.32,29.31,897.18,10.196,4.079,400.06,1,5,2,0,1,939.49,265.042,120.219
wl-report-generator-001,35.07,52.98,19.27,90.29,55878,0.47,162.28,19.61,552.92,8.684,3.402,391.73,1,5,2,0,1,629.71,274.057,101.019
wl-report-generator-001,43.82,42.34,23.57,94.21,48707,0.477,94.44,29.1,898.91,9.076,3.876,427.08,1,5,2,0,1,927.09,238.106,110.215
wl-report-generator-001,34.34,50.61,24.0,101.44,47748,0.454,162.68,24.78,681.5,10.233,4.354,425.44,1,5,2,0,1,813.21,365.023,137.239
wl-report-generator-001,46.65,59.25,23.3,124.91,55862,0.519,138.78,29.51,888.03,10.067,4.502,447.15,1,5,2,0,1,1027.41,343.16,126.123
wl-report-generator-001,41.4,49.54,24.0,94.52,62592,0.266,136.39,30.46,944.41,10.12,4.497,444.41,1,5,2,0,1,989.25,328.428,139.485
wl-report-generator-001,45.26,45.92,19.28,80.48,50124,0.204,141.09,25.66,840.83,11.173,4.071,364.34,1,5,2,0,1,886.0,350.728,120.971
wl-report-generator-001,34.24,47.68,24.0,93.0,46424,0.498,184.39,23.19,687.32,10.062,3.048,302.96,1,5,2,0,1,758.91,344.684,93.623
wl-report-generator-001,52.56,39.33,24.0,102.25,43703,0.669,148.99,26.82,876.73,12.019,5.01,416.84,1,5,2,0,1,882.58,344.205,165.154
wl-report-generator-001,37.48,53.24,24.0,129.62,22369,0.95,150.19,27.0,751.25,10.324,4.509,436.75,1,5,2,0,1,746.47,282.671,142.766
wl-report-generator-001,44.66,49.83,22.83,96.51,48010,1.215,247.0,24.47,693.8,11.487,5.169,450.01,1,5,2,0,1,796.17,304.608,132.863
wl-report-generator-001,44.85,37.91,22.27,108.59,50521,1.253,107.66,21.45,661.26,8.418,4.101,487.15,1,5,2,0,1,715.52,236.949,132.263
wl-report-generator-001,38.83,43.68,24.0,95.24,63795,0.742,121.06,25.14,695.11,9.306,3.3,354.64,1,5,2,0,1,899.01,258.04,108.1
wl-report-generator-001,40.96,49.67,21.52,111.47,49963,0.58,155.99,19.64,581.83,8.689,3.083,354.8,1,5,2,0,1,552.57,295.244,84.311
wl-report-generator-001,43.45,49.15,21.74,105.78,49174,0.599,151.26,24.0,730.63,9.737,3.951,405.75,1,5,2,0,1,740.27,256.769,134.593
wl-report-generator-001,38.56,55.51,24.0,92.03,42858,1.003,78.1,20.72,570.58,9.123,3.979,436.15,1,5,2,0,1,743.05,324.001,119.935
wl-report-generator-001,42.14,36.03,24.0,91.76,39791,0.85,135.87,21.4,591.0,11.14,4.885,438.51,1,5,2,0,1,578.5,286.463,143.202
wl-report-generator-001,40.99,48.41,22.41,92.94,48068,0.554,150.21,22.98,732.15,11.818,4.738,400.88,1,5,2,0,1,604.17,379.827,126.799
wl-report-generator-001,37.38,47.6,21.01,105.81,43679,0.686,132.94,20.57,563.18,7.28,3.691,507.06,1,5,2,0,1,572.98,248.666,125.505
wl-report-generator-001,47.67,55.56,23.55,96.09,52260,1.081,161.92,27.12,811.0,13.777,5.343,387.8,1,5,2,0,1,743.1,401.352,177.03
wl-report-generator-001,41.64,50.82,24.0,110.78,53298,0.578,161.57,25.58,746.86,13.943,5.686,407.8,1,5,2,0,1,905.53,457.272,182.785
wl-report-generator-001,55.41,42.78,22.26,99.74,39409,1.083,133.96,24.42,774.25,9.614,4.148,431.45,1,5,2,0,1,802.31,267.834,121.487
wl-report-generator-001,33.77,53.1,22.59,77.22,75499,0.479,144.11,24.33,762.47,9.901,3.991,403.14,1,5,2,0,1,657.6,345.495,106.011
wl-report-generator-001,32.99,65.14,22.18,99.87,35500,0.385,123.77,21.17,625.7,8.302,3.139,378.17,1,5,2,0,1,550.57,292.866,93.107
wl-report-generator-001,45.96,51.61,23.76,78.5,35716,0.391,189.21,25.0,820.09,10.757,4.597,427.4,1,5,2,0,1,881.17,334.65,136.644
wl-report-generator-001,52.49,59.38,24.0,110.07,44716,0.991,139.54,30.71,830.17,12.621,5.85,463.47,1,5,2,0,1,1059.4,436.232,155.017
wl-report-generator-001,38.88,39.45,22.19,75.24,58170,0.468,155.06,22.08,625.4,9.599,4.293,447.2,1,5,2,0,1,578.12,256.4,153.544
wl-report-generator-001,38.41,45.41,23.9,101.95,44761,0.97,121.4,26.29,835.87,9.33,3.532,378.56,1,5,2,0,1,670.94,285.689,99.875
wl-report-generator-001,29.89,55.2,23.4,127.77,63391,0.461,89.38,19.7,561.41,11.055,4.259,385.23,1,5,2,0,1,627.81,391.002,121.943
wl-report-generator-001,39.8,58.3,24.0,84.14,70281,0.706,136.33,27.5,805.95,10.885,3.453,317.19,1,5,2,0,1,867.77,351.113,117.175
wl-report-generator-001,42.78,54.79,23.45,114.23,49012,0.639,155.95,26.71,791.45,9.199,3.361,365.41,1,5,2,0,1,891.34,285.243,88.416
wl-report-generator-001,49.66,49.12,24.0,135.28,55050,0.555,131.17,26.88,739.61,11.292,4.63,410.02,1,5,2,0,1,791.12,376.188,153.14
wl-report-generator-001,37.22,54.49,24.0,140.53,44179,0.667,167.66,24.76,701.87,10.032,3.888,387.62,1,5,2,0,1,765.9,323.052,107.911
wl-report-generator-001,40.03,40.59,23.38,68.63,34863,1.003,142.58,20.29,582.79,10.27,4.521,440.26,1,5,2,0,1,529.83,305.411,117.602
wl-report-generator-001,49.25,47.24,24.0,84.34,36489,1.041,104.86,28.87,845.68,13.186,5.654,428.79,1,5,2,0,1,927.14,343.934,201.586
wl-report-generator-001,35.76,53.56,23.93,93.89,48965,1.31,136.71,20.42,557.09,10.218,4.031,394.52,1,5,2,0,1,715.8,313.791,122.056
wl-report-generator-001,40.65,57.17,24.0,116.69,62303,1.302,144.91,27.84,912.89,11.727,4.298,366.47,1,5,2,0,1,883.8,325.159,117.919
wl-report-generator-001,41.37,39.61,24.0,91.71,52643,0.817,164.15,28.78,804.28,7.979,3.246,406.81,1,5,2,0,1,765.74,211.425,105.234
wl-report-generator-001,50.11,51.27,24.0,107.94,49960,0.55,134.54,30.35,962.76,12.027,4.492,373.52,1,5,2,0,1,827.01,423.483,116.627
wl-report-generator-001,43.03,55.85,21.29,80.68,61931,0.36,166.42,27.61,782.86,10.632,4.923,463.03,1,5,2,0,1,955.17,354.661,165.536
wl-report-generator-001,45.09,47.47,24.0,99.41,51646,0.712,134.32,28.13,876.43,10.527,4.127,392.05,1,5,2,0,1,989.29,293.364,114.001
wl-report-generator-001,29.8,49.97,24.0,118.99,43069,0.936,171.83,26.13,845.1,9.416,3.438,365.12,1,5,2,0,1,735.68,272.423,98.694
wl-report-generator-001,29.76,52.42,19.1,95.48,64835,0.985,181.27,22.68,702.82,7.167,3.084,430.35,1,5,2,0,1,586.36,242.527,95.12
wl-report-generator-001,50.31,46.02,24.0,108.9,49594,0.974,157.84,28.29,917.21,11.193,4.72,421.68,1,5,2,0,1,789.59,377.841,148.755
wl-report-generator-001,38.69,54.86,24.0,73.38,48851,0.947,151.56,23.44,728.71,8.462,3.843,454.09,1,5,2,0,1,715.16,281.953,103.408
wl-report-generator-001,47.38,40.53,24.0,87.43,51087,0.41,151.25,23.87,670.19,14.988,6.079,405.61,1,5,2,0,1,742.29,495.948,161.03
wl-report-generator-001,46.76,40.99,24.0,71.78,61271,0.277,125.9,29.11,958.08,11.308,4.635,409.89,1,5,2,0,1,925.09,360.498,164.867
wl-report-generator-001,50.2,43.98,24.0,130.33,56408,1.13,57.51,32.04,924.46,13.135,5.301,403.6,1,5,2,0,1,872.56,386.446,161.955
wl-report-generator-001,28.7,58.48,24.0,92.88,56515,0.731,157.26,24.08,754.82,7.894,2.94,372.37,1,5,2,0,1,742.67,204.94,79.948
wl-report-generator-001,36.1,64.14,24.0,103.49,52465,1.121,167.28,26.62,753.09,8.447,3.586,424.5,1,5,2,0,1,715.0,297.505,97.534
wl-report-generator-001,40.12,54.36,21.01,99.84,33236,0.924,93.65,19.38,585.74,9.104,3.837,421.42,1,5,2,0,1,497.33,279.906,122.967
wl-report-generator-001,35.97,38.74,19.93,101.76,57003,0.941,168.08,20.0,589.52,7.648,3.133,409.61,1,5,2,0,1,686.29,208.924,80.341
wl-report-generator-001,39.29,72.99,20.77,98.12,32203,0.676,139.59,21.25,696.32,9.096,3.981,437.71,1,5,2,0,1,591.25,242.029,123.46
wl-report-generator-001,40.44,54.19,23.44,96.22,28489,0.973,129.12,28.79,816.14,10.399,4.519,434.51,1,5,2,0,1,774.0,369.71,146.339
wl-report-generator-001,36.62,54.23,24.0,94.81,29324,0.946,126.98,25.32,784.04,8.431,3.516,417.03,1,5,2,0,1,655.35,300.882,94.803
wl-report-generator-001,28.14,59.58,24.0,81.95,40152,0.874,170.39,24.36,710.3,7.695,3.032,393.99,1,5,2,0,1,716.69,220.288,87.698
wl-report-generator-001,52.35,51.76,22.47,96.68,55916,0.3,132.83,24.71,685.91,10.636,4.861,457.06,1,5,2,0,1,672.49,304.958,124.53
wl-report-generator-001,43.65,64.71,23.7,99.38,69093,0.624,110.27,29.5,916.97,11.496,4.808,418.21,1,5,2,0,1,864.32,298.748,122.999
wl-report-generator-001,47.4,40.74,23.41,94.19,41278,0.879,163.3,24.69,799.64,9.525,4.041,424.2,1,5,2,0,1,641.06,276.909,117.939
wl-report-generator-001,51.94,42.95,24.0,113.06,59479,0.687,188.37,29.74,972.99,10.352,4.244,410.02,1,5,2,0,1,1041.21,353.803,148.023
wl-report-generator-001,41.09,49.66,24.0,97.02,31810,0.982,125.73,23.55,729.27,11.24,4.12,366.56,1,5,2,0,1,816.44,358.565,114.265
wl-report-generator-001,37.29,48.76,24.0,111.93,62771,0.0,202.01,31.33,934.49,9.656,4.16,430.87,1,5,2,0,1,799.02,339.587,110.418
wl-report-generator-001,46.45,49.35,23.42,107.84,46795,0.691,181.11,30.05,848.34,11.105,5.012,451.32,1,5,2,0,1,847.64,324.989,128.296
wl-report-generator-001,35.97,49.84,21.51,80.79,65283,0.49,150.01,24.22,758.1,9.979,4.404,441.31,1,5,2,0,1,786.08,328.598,146.502
wl-report-generator-001,28.98,46.04,24.0,90.59,70251,0.78,152.56,22.33,636.3,9.644,4.31,446.89,1,5,2,0,1,761.85,263.866,126.171
wl-report-generator-001,38.29,56.22,24.0,122.01,30300,0.259,173.09,24.94,812.5,11.019,4.831,438.4,1,5,2,0,1,842.75,394.612,169.346
wl-ci-pipeline-001,45.42,41.26,23.52,96.34,55224,0.797,133.62,25.49,725.32,10.896,4.914,450.95,3,5,2,0,1,730.39,326.41,149.712
wl-ci-pipeline-001,43.6,54.13,24.0,88.78,29757,0.464,128.89,27.21,811.21,12.639,4.778,378.04,3,5,2,0,1,707.05,452.845,155.515
wl-ci-pipeline-001,30.2,57.9,19.59,88.67,56501,0.767,144.27,18.83,593.67,8.643,3.209,371.27,3,5,2,0,1,647.49,251.958,83.894
wl-ci-pipeline-001,42.35,52.58,22.08,66.84,55250,0.513,170.67,22.05,611.67,10.351,3.987,385.2,3,5,2,0,1,725.13,278.322,102.791
wl-ci-pipeline-001,29.49,41.58,17.97,125.95,69092,0.926,154.05,16.77,505.7,8.424,3.025,359.11,3,5,2,0,1,467.06,266.165,84.072
wl-ci-pipeline-001,39.58,36.82,21.78,80.84,48353,0.866,134.9,23.6,769.03,10.792,4.7,435.49,3,5,2,0,1,751.48,380.542,135.153
wl-ci-pipeline-001,33.84,48.42,19.87,104.42,26183,0.852,109.46,21.2,677.88,10.251,4.075,397.49,3,5,2,0,1,599.46,314.369,127.866
wl-ci-pipeline-001,35.71,56.18,22.83,133.74,55199,0.477,139.0,25.36,717.99,8.18,3.139,383.7,3,5,2,0,1,857.56,245.958,96.449
wl-ci-pipeline-001,48.28,53.97,23.8,111.92,35693,0.21,163.1,27.89,755.47,11.836,4.462,377.01,3,5,2,0,1,910.78,378.166,114.812
wl-ci-pipeline-001,37.35,50.81,22.57,97.05,82727,0.858,163.51,26.07,792.69,10.606,4.103,386.86,3,5,2,0,1,841.79,319.523,106.963
wl-ci-pipeline-001,41.7,49.14,24.0,86.44,41025,0.783,97.76,23.87,682.62,10.485,4.583,437.15,3,5,2,0,1,735.58,269.908,123.132
wl-ci-pipeline-001,39.64,46.65,22.14,116.22,23694,0.734,135.93,20.36,581.88,9.429,3.996,423.74,3,5,2,0,1,650.88,288.534,106.562
wl-ci-pipeline-001,37.08,56.65,21.12,98.82,49885,0.677,230.87,23.06,749.59,8.49,3.366,396.46,3,5,2,0,1,689.93,243.589,99.296
wl-ci-pipeline-001,34.63,41.42,24.0,91.69,19829,1.365,125.94,28.37,900.55,10.011,4.024,401.92,3,5,2,0,1,782.37,294.405,135.572
wl-ci-pipeline-001,42.18,52.29,22.84,100.3,27034,0.947,154.84,25.29,741.03,9.536,4.527,474.74,3,5,2,0,1,697.85,290.034,127.576
wl-ci-pipeline-001,32.44,37.73,24.0,120.75,50991,1.06,180.38,21.81,716.31,10.086,4.224,418.75,3,5,2,0,1,567.98,341.467,136.336
wl-ci-pipeline-001,38.79,49.11,23.88,117.52,20660,0.81,147.62,27.15,879.67,9.832,3.589,365.01,3,5,2,0,1,939.93,286.236,117.739
wl-ci-pipeline-001,42.28,48.76,24.0,112.03,40630,0.352,167.01,22.78,617.43,11.549,4.714,408.17,3,5,2,0,1,767.98,361.113,158.943
wl-ci-pipeline-001,43.8,46.27,22.96,92.02,64137,0.71,191.17,23.94,715.23,7.623,3.571,468.5,3,5,2,0,1,835.55,229.095,127.149
wl-ci-pipeline-001,37.51,59.73,24.0,119.25,56177,0.701,138.29,27.27,863.21,11.548,4.947,428.42,3,5,2,0,1,843.88,410.5,174.229
wl-ci-pipeline-001,33.19,43.95,23.42,109.93,65737,0.366,132.08,25.24,713.93,9.228,3.675,398.26,3,5,2,0,1,889.58,238.344,123.396
wl-ci-pipeline-001,36.08,48.05,24.0,84.93,39479,1.201,152.27,25.79,762.84,10.293,4.446,431.97,3,5,2,0,1,704.76,352.317,128.532
wl-ci-pipeline-001,32.89,59.79,23.14,88.67,47883,1.066,166.21,24.95,686.52,9.725,3.906,401.62,3,5,2,0,1,839.53,290.38,120.476
wl-ci-pipeline-001,31.75,56.35,22.85,123.88,32462,0.742,129.0,21.32,630.48,10.992,4.155,378.01,3,5,2,0,1,723.3,332.809,115.891
wl-ci-pipeline-001,36.78,45.25,23.46,65.92,48853,1.129,198.69,22.47,710.37,9.311,3.239,347.86,3,5,2,0,1,621.35,256.435,112.51
wl-ci-pipeline-001,39.26,61.95,23.96,106.0,40615,0.361,131.69,27.29,831.51,10.988,5.293,481.73,3,5,2,0,1,838.22,358.967,148.156
wl-ci-pipeline-001,36.65,64.66,24.0,93.23,41572,0.275,152.34,26.92,871.19,11.345,4.712,415.31,3,5,2,0,1,841.44,326.139,154.678
wl-ci-pipeline-001,36.96,53.45,24.0,101.03,59931,0.297,118.05,21.43,635.73,10.01,4.016,401.14,3,5,2,0,1,730.17,270.363,116.55
