workload_id,workload_type,cloud_service_type,environment,region,workflow_criticality,vulnerability_severity,public_exposure,public_storage,monitoring_enabled,access_anomaly_detected,cpu_usage_percent,memory_usage_percent,runtime_hours_24h,storage_gb,request_count_24h,error_rate_percent,latency_ms,cost_per_hour,cost_24h,cost_30d_forecast,energy_kwh_24h,carbon_kgco2e_24h,carbon_intensity_gco2_per_kwh,environment_encoded,cloud_service_type_encoded,workflow_criticality_encoded,vulnerability_severity_encoded,workload_type_encoded,region_encoded,public_exposure_encoded,public_storage_encoded,monitoring_enabled_encoded,target_cost_30d,target_energy_kwh_30d,target_carbon_kgco2e_30d
wl-bim-processor-001,BIM Processing Job,container,development,ap-southeast-1,medium,none,False,False,True,False,63.022,69.696,9.561,253.591,907.829,0.417,176.69,2.281,21.809,654.27,12.689,7.239,570.512,0,1,1,0,2,0,0,0,1,644.992,397.516,191.747
wl-bim-processor-001,BIM Processing Job,container,development,ap-southeast-1,medium,none,False,False,True,False,56.601,63.34,8.969,255.161,695.435,0.546,194.438,2.304,20.665,619.95,14.575,8.001,548.956,0,1,1,0,2,0,0,0,1,550.714,386.255,233.572
wl-bim-processor-001,BIM Processing Job,container,development,ap-southeast-1,medium,none,False,False,True,False,62.034,63.225,10.42,247.634,1236.574,0.472,185.512,2.343,24.414,732.42,15.04,8.751,581.818,0,1,1,0,2,0,0,0,1,817.362,493.362,235.923
wl-bim-processor-001,BIM Processing Job,container,development,ap-southeast-1,medium,none,False,False,True,False,56.785,54.546,9.301,248.325,712.413,0.403,237.71,2.362,21.969,659.07,12.387,6.779,547.276,0,1,1,0,2,0,0,0,1,590.785,439.963,193.141
wl-bim-processor-001,BIM Processing Job,container,development,ap-southeast-1,medium,none,False,False,True,False,59.466,56.131,9.245,239.049,710.771,0.385,154.331,2.553,23.602,708.06,15.498,9.066,584.995,0,1,1,0,2,0,0,0,1,819.791,472.1,323.65
wl-bim-processor-001,BIM Processing Job,container,development,ap-southeast-1,medium,none,False,False,True,False,60.696,61.063,9.452,254.75,657.864,0.313,164.62,2.481,23.45,703.5,15.501,8.25,532.194,0,1,1,0,2,0,0,0,1,769.376,406.958,251.702
wl-bim-processor-001,BIM Processing Job,container,development,ap-southeast-1,medium,none,False,False,True,False,46.01,51.468,8.408,251.078,629.994,0.486,202.865,2.213,18.607,558.21,14.201,8.323,586.078,0,1,1,0,2,0,0,0,1,612.045,484.368,254.488
wl-bim-processor-001,BIM Processing Job,container,development,ap-southeast-1,medium,none,False,False,True,False,52.979,66.627,9.309,245.714,869.075,0.54,202.051,2.321,21.606,648.18,14.56,8.177,561.615,0,1,1,0,2,0,0,0,1,646.475,385.065,245.722
wl-bim-processor-001,BIM Processing Job,container,development,ap-southeast-1,medium,none,False,False,True,False,58.078,52.098,9.87,277.926,944.264,0.678,181.844,2.161,21.329,639.87,11.826,6.726,568.744,0,1,1,0,2,0,0,0,1,754.969,341.196,189.588
wl-bim-processor-001,BIM Processing Job,container,development,ap-southeast-1,medium,none,False,False,True,False,59.063,51.283,8.677,268.873,645.158,0.609,169.53,2.479,21.51,645.3,16.091,9.328,579.694,0,1,1,0,2,0,0,0,1,562.954,534.918,247.833
wl-bim-processor-001,BIM Processing Job,container,development,ap-southeast-1,medium,none,False,False,True,False,49.372,61.557,9.186,256.064,848.522,0.395,150.843,2.526,23.204,696.12,14.769,8.697,588.884,0,1,1,0,2,0,0,0,1,715.1,411.197,307.991
wl-bim-processor-001,BIM Processing Job,container,development,ap-southeast-1,medium,none,False,False,True,False,52.556,62.052,8.534,270.554,673.775,0.458,182.321,2.243,19.142,574.26,14.979,8.977,599.3,0,1,1,0,2,0,0,0,1,653.29,406.752,238.67
wl-bim-processor-001,BIM Processing Job,container,development,ap-southeast-1,medium,none,False,False,True,False,54.743,58.122,8.411,263.518,753.021,0.478,171.853,2.124,17.865,535.95,12.859,7.518,584.644,0,1,1,0,2,0,0,0,1,548.503,376.014,235.962
wl-bim-processor-001,BIM Processing Job,container,development,ap-southeast-1,medium,none,False,False,True,False,66.508,64.612,8.599,266.306,693.366,0.626,150.648,2.555,21.97,659.1,13.911,7.51,539.838,0,1,1,0,2,0,0,0,1,709.583,374.457,226.283
wl-bim-processor-001,BIM Processing Job,container,development,ap-southeast-1,medium,none,False,False,True,False,58.656,56.502,9.447,255.528,791.227,0.445,183.273,2.479,23.419,702.57,17.49,10.217,584.156,0,1,1,0,2,0,0,0,1,667.695,605.082,359.486
wl-bim-processor-001,BIM Processing Job,container,development,ap-southeast-1,medium,none,False,False,True,False,58.199,64.224,8.274,244.451,727.112,0.581,176.238,2.42,20.023,600.69,16.077,9.364,582.438,0,1,1,0,2,0,0,0,1,516.546,534.957,329.92
wl-bim-processor-001,BIM Processing Job,container,development,ap-southeast-1,medium,none,False,False,True,False,60.108,50.362,8.775,252.069,912.151,0.614,186.132,2.484,21.797,653.91,14.593,7.994,547.825,0,1,1,0,2,0,0,0,1,673.897,410.69,246.317
wl-bim-processor-001,BIM Processing Job,container,development,ap-southeast-1,medium,none,False,False,True,False,42.555,57.615,9.04,246.483,764.457,0.561,156.695,2.166,19.581,587.43,13.995,8.12,580.208,0,1,1,0,2,0,0,0,1,674.134,483.36,236.242
wl-bim-processor-001,BIM Processing Job,container,development,ap-southeast-1,medium,none,False,False,True,False,53.466,61.54,9.128,256.741,667.945,0.508,189.079,2.519,22.993,689.79,13.332,7.402,555.227,0,1,1,0,2,0,0,0,1,824.032,374.669,194.654
wl-bim-processor-001,BIM Processing Job,container,development,ap-southeast-1,medium,none,False,False,True,False,51.539,53.882,9.119,249.301,474.673,0.527,159.948,2.47,22.524,675.72,12.641,7.125,563.676,0,1,1,0,2,0,0,0,1,653.985,412.479,238.287
wl-bim-processor-001,BIM Processing Job,container,development,ap-southeast-1,medium,none,False,False,True,False,53.316,50.782,7.936,242.701,798.808,0.424,193.505,2.36,18.729,561.87,13.101,7.294,556.737,0,1,1,0,2,0,0,0,1,481.61,443.002,220.549
wl-bim-processor-001,BIM Processing Job,container,development,ap-southeast-1,medium,none,False,False,True,False,50.585,59.559,9.307,249.707,727.911,0.306,168.966,2.245,20.894,626.82,11.996,6.539,545.081,0,1,1,0,2,0,0,0,1,630.891,375.469,194.861
wl-bim-processor-001,BIM Processing Job,container,development,ap-southeast-1,medium,none,False,False,True,False,49.034,58.439,7.662,243.821,857.453,0.603,164.598,2.551,19.546,586.38,12.302,6.58,534.903,0,1,1,0,2,0,0,0,1,642.082,410.544,214.522
wl-bim-processor-001,BIM Processing Job,container,development,ap-southeast-1,medium,none,False,False,True,False,66.029,62.961,8.971,222.56,508.768,0.516,172.266,2.241,20.104,603.12,14.595,8.255,565.593,0,1,1,0,2,0,0,0,1,692.967,435.621,259.953
wl-bim-processor-001,BIM Processing Job,container,development,ap-southeast-1,medium,none,False,False,True,False,55.053,59.308,9.766,237.769,1205.28,0.547,188.226,2.476,24.181,725.43,17.222,10.003,580.847,0,1,1,0,2,0,0,0,1,867.454,614.795,351.591
wl-bim-processor-001,BIM Processing Job,container,development,ap-southeast-1,medium,none,False,False,True,False,55.707,52.324,9.379,241.858,814.424,0.464,221.58,2.685,25.183,755.49,14.567,8.222,564.441,0,1,1,0,2,0,0,0,1,756.483,388.067,222.915
wl-bim-processor-001,BIM Processing Job,container,development,ap-southeast-1,medium,none,False,False,True,False,52.219,65.872,8.612,249.528,572.291,0.588,221.923,2.504,21.564,646.92,16.62,9.04,543.946,0,1,1,0,2,0,0,0,1,584.852,476.788,314.884
wl-bim-processor-001,BIM Processing Job,container,development,ap-southeast-1,medium,none,False,False,True,False,60.097,60.611,7.983,233.562,601.112,0.561,224.58,2.596,20.724,621.72,11.751,6.992,595.003,0,1,1,0,2,0,0,0,1,648.839,342.1,216.416
wl-bim-processor-001,BIM Processing Job,container,development,ap-southeast-1,medium,none,False,False,True,False,62.23,63.303,8.057,257.634,492.2,0.472,204.58,2.403,19.361,580.83,13.777,8.032,583.028,0,1,1,0,2,0,0,0,1,691.578,468.804,277.407
wl-bim-processor-001,BIM Processing Job,container,development,ap-southeast-1,medium,none,False,False,True,False,62.137,64.397,9.191,251.119,765.835,0.348,159.365,2.359,21.682,650.46,14.85,8.842,595.447,0,1,1,0,2,0,0,0,1,611.326,494.883,232.315
wl-bim-processor-001,BIM Processing Job,container,development,ap-southeast-1,medium,none,False,False,True,False,53.472,63.568,8.825,266.527,891.561,0.351,183.489,2.637,23.272,698.16,14.237,8.159,573.083,0,1,1,0,2,0,0,0,1,789.87,412.086,277.103
wl-bim-processor-001,BIM Processing Job,container,development,ap-southeast-1,medium,none,False,False,True,False,45.801,56.246,9.775,254.459,756.155,0.556,178.702,2.402,23.48,704.4,15.452,8.446,546.62,0,1,1,0,2,0,0,0,1,599.727,417.259,237.231
wl-bim-processor-001,BIM Processing Job,container,development,ap-southeast-1,medium,none,False,False,True,False,48.925,69.409,9.277,233.455,578.189,0.486,213.722,2.373,22.014,660.42,16.395,9.36,570.925,0,1,1,0,2,0,0,0,1,635.459,584.071,299.792
wl-bim-processor-001,BIM Processing Job,container,development,ap-southeast-1,medium,none,False,False,True,False,52.789,65.179,8.414,252.213,850.688,0.481,188.738,2.362,19.874,596.22,13.559,8.124,599.155,0,1,1,0,2,0,0,0,1,708.19,431.014,242.621
wl-bim-processor-001,BIM Processing Job,container,development,ap-southeast-1,medium,none,False,False,True,False,50.098,52.892,9.744,228.699,933.467,0.468,175.431,2.459,23.96,718.8,15.343,8.353,544.391,0,1,1,0,2,0,0,0,1,624.013,513.02,243.703
wl-bim-processor-001,BIM Processing Job,container,development,ap-southeast-1,medium,none,False,False,True,False,53.879,68.288,10.207,258.967,628.591,0.561,198.379,2.505,25.569,767.07,15.638,8.932,571.181,0,1,1,0,2,0,0,0,1,763.978,543.177,233.139
wl-bim-processor-001,BIM Processing Job,container,development,ap-southeast-1,medium,none,False,False,True,False,42.474,62.038,9.134,256.97,607.394,0.581,224.378,2.411,22.022,660.66,14.411,8.214,569.959,0,1,1,0,2,0,0,0,1,644.789,459.908,235.008
wl-bim-processor-001,BIM Processing Job,container,development,ap-southeast-1,medium,none,False,False,True,False,49.722,56.718,8.964,266.842,1059.343,0.556,171.866,2.759,24.732,741.96,13.88,7.636,550.138,0,1,1,0,2,0,0,0,1,757.145,380.825,202.299
wl-bim-processor-001,BIM Processing Job,container,development,ap-southeast-1,medium,none,False,False,True,False,70.958,51.663,10.05,250.877,916.078,0.294,211.711,2.513,25.256,757.68,14.444,8.342,577.528,0,1,1,0,2,0,0,0,1,723.428,375.508,214.891
wl-bim-processor-001,BIM Processing Job,container,development,ap-southeast-1,medium,none,False,False,True,False,42.772,65.171,9.858,241.233,850.141,0.467,187.091,2.31,22.772,683.16,13.219,7.755,586.693,0,1,1,0,2,0,0,0,1,762.017,474.808,259.178
wl-bim-processor-001,BIM Processing Job,container,development,ap-southeast-1,medium,none,False,False,True,False,48.888,67.362,9.454,259.086,971.446,0.418,177.251,2.375,22.453,673.59,12.628,7.035,557.064,0,1,1,0,2,0,0,0,1,765.807,428.004,250.445
wl-bim-processor-001,BIM Processing Job,container,development,ap-southeast-1,medium,none,False,False,True,False,44.731,69.989,8.935,241.907,760.545,0.315,210.739,2.343,20.935,628.05,16.483,9.299,564.163,0,1,1,0,2,0,0,0,1,693.152,558.046,280.205
wl-bim-processor-001,BIM Processing Job,container,development,ap-southeast-1,medium,none,False,False,True,False,59.746,63.74,9.251,247.089,1075.823,0.387,180.093,2.402,22.221,666.63,15.084,8.346,553.328,0,1,1,0,2,0,0,0,1,586.435,465.659,252.322
wl-bim-processor-001,BIM Processing Job,container,development,ap-southeast-1,medium,none,False,False,True,False,55.063,53.397,7.751,251.711,870.255,0.566,192.251,2.122,16.448,493.44,12.527,7.609,607.444,0,1,1,0,2,0,0,0,1,462.374,327.122,257.149
wl-bim-processor-001,BIM Processing Job,container,development,ap-southeast-1,medium,none,False,False,True,False,55.526,56.2,9.404,251.71,735.446,0.369,185.784,2.225,20.924,627.72,15.12,9.407,622.148,0,1,1,0,2,0,0,0,1,688.333,397.984,314.751
wl-bim-processor-001,BIM Processing Job,container,development,ap-southeast-1,medium,none,False,False,True,False,42.204,52.066,9.924,240.128,699.308,0.479,157.06,2.223,22.061,661.83,14.427,7.833,542.923,0,1,1,0,2,0,0,0,1,724.274,401.451,226.453
wl-bim-processor-001,BIM Processing Job,container,development,ap-southeast-1,medium,none,False,False,True,False,53.468,58.929,9.43,248.225,759.931,0.559,194.433,2.379,22.434,673.02,14.617,7.972,545.394,0,1,1,0,2,0,0,0,1,645.652,400.084,204.972
wl-bim-processor-001,BIM Processing Job,container,development,ap-southeast-1,medium,none,False,False,True,False,58.005,61.685,9.033,258.705,934.656,0.614,177.823,2.6,23.486,704.58,14.831,8.561,577.241,0,1,1,0,2,0,0,0,1,695.132,444.812,243.459
wl-bim-processor-001,BIM Processing Job,container,development,ap-southeast-1,medium,none,False,False,True,False,59.629,77.072,8.73,250.887,735.746,0.439,213.36,2.303,20.105,603.15,13.813,7.283,527.25,0,1,1,0,2,0,0,0,1,710.186,442.787,222.11
wl-bim-processor-001,BIM Processing Job,container,development,ap-southeast-1,medium,none,False,False,True,False,73.478,57.8,7.8,261.25,695.323,0.662,173.908,2.309,18.01,540.3,14.242,8.261,580.065,0,1,1,0,2,0,0,0,1,580.798,460.766,263.405
wl-bim-processor-001,BIM Processing Job,container,development,ap-southeast-1,medium,none,False,False,True,False,54.044,52.369,9.286,227.666,736.047,0.595,186.546,2.485,23.076,692.28,14.406,8.49,589.343,0,1,1,0,2,0,0,0,1,641.717,489.013,255.499
wl-bim-processor-001,BIM Processing Job,container,development,ap-southeast-1,medium,none,False,False,True,False,59.953,57.363,8.032,255.255,878.637,0.636,159.775,2.269,18.225,546.75,15.167,8.515,561.397,0,1,1,0,2,0,0,0,1,583.404,461.137,250.269
wl-bim-processor-001,BIM Processing Job,container,development,ap-southeast-1,medium,none,False,False,True,False,48.761,68.11,10.314,234.804,752.568,0.505,218.475,2.329,24.021,720.63,13.809,8.256,597.877,0,1,1,0,2,0,0,0,1,843.216,455.494,250.719
wl-bim-processor-001,BIM Processing Job,container,development,ap-southeast-1,medium,none,False,False,True,False,53.87,50.042,8.24,260.49,792.814,0.46,163.827,2.368,19.512,585.36,14.937,8.74,585.135,0,1,1,0,2,0,0,0,1,624.596,429.68,259.584
wl-bim-processor-001,BIM Processing Job,container,development,ap-southeast-1,medium,none,False,False,True,False,54.348,62.42,9.193,246.189,724.133,0.469,204.813,2.295,21.098,632.94,14.409,8.172,567.129,0,1,1,0,2,0,0,0,1,719.627,444.787,249.104
wl-bim-processor-001,BIM Processing Job,container,development,ap-southeast-1,medium,none,False,False,True,False,63.131,59.617,8.848,245.887,763.161,0.607,184.99,2.434,21.536,646.08,12.868,6.964,541.212,0,1,1,0,2,0,0,0,1,627.408,452.837,192.744
wl-bim-processor-001,BIM Processing Job,container,development,ap-southeast-1,medium,none,False,False,True,False,64.445,61.691,9.416,248.274,754.111,0.479,150.133,2.387,22.476,674.28,14.929,9.027,604.672,0,1,1,0,2,0,0,0,1,635.335,434.407,291.713
wl-bim-processor-001,BIM Processing Job,container,development,ap-southeast-1,medium,none,False,False,True,False,73.081,65.198,8.416,257.389,693.15,0.331,172.475,2.413,20.308,609.24,11.785,6.33,537.121,0,1,1,0,2,0,0,0,1,704.593,337.062,189.691
wl-bim-processor-001,BIM Processing Job,container,development,ap-southeast-1,medium,none,False,False,True,False,46.983,64.285,8.148,270.534,552.931,0.363,189.015,2.64,21.511,645.33,14.957,8.61,575.676,0,1,1,0,2,0,0,0,1,577.832,490.521,244.312
wl-bim-processor-001,BIM Processing Job,container,development,ap-southeast-1,medium,none,False,False,True,False,47.001,52.328,9.289,235.96,846.016,0.337,186.402,2.33,21.643,649.29,16.54,9.433,570.29,0,1,1,0,2,0,0,0,1,597.871,431.283,254.348
wl-bim-processor-001,BIM Processing Job,container,development,ap-southeast-1,medium,none,False,False,True,False,48.525,57.518,8.811,240.927,624.968,0.323,129.461,2.248,19.807,594.21,15.41,8.121,527.002,0,1,1,0,2,0,0,0,1,711.064,554.156,290.618
wl-bim-processor-001,BIM Processing Job,container,development,ap-southeast-1,medium,none,False,False,True,False,57.119,63.854,9.477,230.971,766.727,0.298,232.84,2.17,20.565,616.95,12.981,7.004,539.566,0,1,1,0,2,0,0,0,1,601.52,447.126,196.324
wl-bim-processor-001,BIM Processing Job,container,development,ap-southeast-1,medium,none,False,False,True,False,51.86,52.077,7.389,246.949,754.443,0.419,184.782,2.457,18.155,544.65,14.968,8.32,555.881,0,1,1,0,2,0,0,0,1,570.685,467.851,234.053
wl-bim-processor-001,BIM Processing Job,container,development,ap-southeast-1,medium,none,False,False,True,False,60.863,64.74,7.976,232.072,691.202,0.368,196.313,2.451,19.549,586.47,16.094,9.205,571.929,0,1,1,0,2,0,0,0,1,634.574,491.516,322.216
wl-bim-processor-001,BIM Processing Job,container,development,ap-southeast-1,medium,none,False,False,True,False,55.449,68.883,9.083,246.196,679.353,0.588,206.72,2.393,21.736,652.08,16.396,8.504,518.635,0,1,1,0,2,0,0,0,1,726.238,441.388,299.416
wl-bim-processor-001,BIM Processing Job,container,development,ap-southeast-1,medium,none,False,False,True,False,70.733,59.603,8.706,250.325,511.595,0.405,201.238,2.309,20.102,603.06,13.298,7.879,592.491,0,1,1,0,2,0,0,0,1,691.939,380.016,279.79
wl-bim-processor-001,BIM Processing Job,container,development,ap-southeast-1,medium,none,False,False,True,False,53.419,55.175,8.284,236.945,711.0,0.371,146.224,2.432,20.147,604.41,14.84,8.923,601.302,0,1,1,0,2,0,0,0,1,706.272,406.625,264.344
wl-bim-processor-001,BIM Processing Job,container,development,ap-southeast-1,medium,none,False,False,True,False,53.325,64.466,9.558,254.093,763.188,0.455,150.457,2.284,21.83,654.9,13.598,7.311,537.688,0,1,1,0,2,0,0,0,1,619.516,450.874,210.201
wl-bim-processor-001,BIM Processing Job,container,development,ap-southeast-1,medium,none,False,False,True,False,56.871,53.795,8.78,241.371,886.673,0.415,201.852,2.365,20.765,622.95,13.558,7.25,534.776,0,1,1,0,2,0,0,0,1,577.316,391.74,229.871
wl-bim-processor-001,BIM Processing Job,container,development,ap-southeast-1,medium,none,False,False,True,False,69.776,68.579,8.779,246.025,867.636,0.395,205.192,2.452,21.526,645.78,14.872,8.603,578.47,0,1,1,0,2,0,0,0,1,713.429,522.17,266.221
wl-bim-processor-001,BIM Processing Job,container,development,ap-southeast-1,medium,none,False,False,True,False,64.958,65.805,8.769,250.065,828.135,0.545,150.697,2.178,19.099,572.97,13.213,7.152,541.274,0,1,1,0,2,0,0,0,1,677.747,447.673,248.989
wl-bim-processor-001,BIM Processing Job,container,development,ap-southeast-1,medium,none,False,False,True,False,56.296,52.654,8.668,257.341,885.673,0.409,183.492,2.717,23.551,706.53,14.474,7.923,547.389,0,1,1,0,2,0,0,0,1,726.747,446.489,203.731
wl-bim-processor-001,BIM Processing Job,container,development,ap-southeast-1,medium,none,False,False,True,False,54.793,51.339,8.307,248.133,776.201,0.429,176.177,2.409,20.012,600.36,15.79,8.854,560.766,0,1,1,0,2,0,0,0,1,516.871,517.111,266.226
wl-bim-processor-001,BIM Processing Job,container,development,ap-southeast-1,medium,none,False,False,True,False,57.48,65.195,9.514,257.359,785.828,0.531,202.972,2.306,21.939,658.17,13.589,7.706,567.086,0,1,1,0,2,0,0,0,1,623.998,469.229,228.574
wl-bim-processor-001,BIM Processing Job,container,development,ap-southeast-1,medium,none,False,False,True,False,54.38,46.708,8.842,248.034,776.918,0.677,153.739,2.281,20.169,605.07,10.712,5.915,552.17,0,1,1,0,2,0,0,0,1,681.411,335.643,188.827
wl-bim-processor-001,BIM Processing Job,container,development,ap-southeast-1,medium,none,False,False,True,False,60.68,60.467,8.733,262.827,797.155,0.398,142.929,2.336,20.4,612.0,15.594,9.579,614.268,0,1,1,0,2,0,0,0,1,548.885,409.045,293.875
wl-bim-processor-001,BIM Processing Job,container,development,ap-southeast-1,medium,none,False,False,True,False,58.643,49.412,9.396,260.221,862.824,0.473,192.203,2.425,22.785,683.55,13.372,8.086,604.671,0,1,1,0,2,0,0,0,1,630.074,454.186,215.177
wl-bim-processor-001,BIM Processing Job,container,development,ap-southeast-1,medium,none,False,False,True,False,63.425,68.813,9.021,256.985,880.426,0.42,191.818,2.284,20.604,618.12,13.617,8.012,588.379,0,1,1,0,2,0,0,0,1,549.954,428.381,219.913
wl-bim-processor-001,BIM Processing Job,container,development,ap-southeast-1,medium,none,False,False,True,False,50.739,64.396,8.28,254.459,907.546,0.489,201.817,2.356,19.508,585.24,14.19,7.677,540.992,0,1,1,0,2,0,0,0,1,621.011,388.136,240.635
wl-bim-processor-001,BIM Processing Job,container,development,ap-southeast-1,medium,none,False,False,True,False,54.529,53.683,8.561,267.286,829.039,0.374,186.595,2.379,20.367,611.01,19.508,11.108,569.421,0,1,1,0,2,0,0,0,1,686.809,667.082,338.805
wl-bim-processor-001,BIM Processing Job,container,development,ap-southeast-1,medium,none,False,False,True,False,55.623,71.967,8.916,228.334,742.988,0.682,188.123,2.279,20.32,609.6,13.506,7.434,550.396,0,1,1,0,2,0,0,0,1,631.402,464.403,195.082
wl-bim-processor-001,BIM Processing Job,container,development,ap-southeast-1,medium,none,False,False,True,False,58.01,52.01,8.044,256.666,606.252,0.472,186.57,2.236,17.986,539.58,13.015,7.3,560.88,0,1,1,0,2,0,0,0,1,538.512,443.327,246.94
wl-bim-processor-001,BIM Processing Job,container,development,ap-southeast-1,medium,none,False,False,True,False,55.486,55.523,8.229,243.614,859.031,0.542,134.642,2.287,18.82,564.6,16.247,9.176,564.784,0,1,1,0,2,0,0,0,1,550.134,519.302,246.49
wl-bim-processor-001,BIM Processing Job,container,development,ap-southeast-1,medium,none,False,False,True,False,57.537,62.397,8.735,240.905,1105.521,0.625,197.754,2.483,21.689,650.67,13.045,7.72,591.77,0,1,1,0,2,0,0,0,1,737.439,387.842,232.918
wl-bim-processor-001,BIM Processing Job,container,development,ap-southeast-1,medium,none,False,False,True,False,41.53,61.91,8.417,225.135,877.848,0.765,210.015,2.363,19.889,596.67,14.513,8.461,582.991,0,1,1,0,2,0,0,0,1,579.062,513.322,271.498
wl-bim-processor-001,BIM Processing Job,container,development,ap-southeast-1,medium,none,False,False,True,False,56.984,63.323,8.904,248.499,998.696,0.651,190.312,2.648,23.578,707.34,13.94,8.358,599.549,0,1,1,0,2,0,0,0,1,737.608,446.006,218.299
wl-bim-processor-001,BIM Processing Job,container,development,ap-southeast-1,medium,none,False,False,True,False,50.45,62.513,9.286,274.377,703.754,0.613,205.109,2.501,23.224,696.72,13.107,7.795,594.703,0,1,1,0,2,0,0,0,1,797.109,343.905,200.265
wl-bim-processor-001,BIM Processing Job,container,development,ap-southeast-1,medium,none,False,False,True,False,56.492,59.528,9.461,250.389,677.812,0.369,163.756,2.432,23.009,690.27,14.461,8.212,567.85,0,1,1,0,2,0,0,0,1,787.813,396.528,215.299
wl-bim-processor-001,BIM Processing Job,container,development,ap-southeast-1,medium,none,False,False,True,False,53.233,57.399,9.347,227.044,686.163,0.623,142.472,2.561,23.938,718.14,16.691,9.258,554.68,0,1,1,0,2,0,0,0,1,776.175,597.162,308.471
wl-bim-processor-001,BIM Processing Job,container,development,ap-southeast-1,medium,none,False,False,True,False,49.052,65.207,8.517,244.03,684.896,0.543,205.012,2.373,20.211,606.33,12.657,6.817,538.617,0,1,1,0,2,0,0,0,1,551.393,418.918,187.809
wl-bim-processor-001,BIM Processing Job,container,development,ap-southeast-1,medium,none,False,False,True,False,52.446,64.597,8.828,245.271,661.982,0.676,125.153,2.515,22.202,666.06,13.828,7.657,553.759,0,1,1,0,2,0,0,0,1,734.031,437.117,211.415
wl-bim-processor-001,BIM Processing Job,container,development,ap-southeast-1,medium,none,False,False,True,False,54.139,62.483,8.682,230.327,675.339,0.66,181.615,2.465,21.401,642.03,14.121,7.74,548.148,0,1,1,0,2,0,0,0,1,713.495,362.965,219.568
wl-bim-processor-001,BIM Processing Job,container,development,ap-southeast-1,medium,none,False,False,True,False,62.235,55.666,8.572,250.128,800.039,0.532,225.18,2.448,20.984,629.52,11.052,6.303,570.348,0,1,1,0,2,0,0,0,1,591.722,371.789,196.115
wl-bim-processor-001,BIM Processing Job,container,development,ap-southeast-1,medium,none,False,False,True,False,56.623,59.828,8.962,257.663,721.94,0.382,245.314,2.297,20.586,617.58,14.645,7.752,529.318,0,1,1,0,2,0,0,0,1,554.795,409.87,200.104
wl-bim-processor-001,BIM Processing Job,container,development,ap-southeast-1,medium,none,False,False,True,False,61.897,62.832,9.409,227.86,1064.513,0.351,213.017,2.547,23.965,718.95,15.337,8.339,543.746,0,1,1,0,2,0,0,0,1,621.392,441.77,289.514
wl-bim-processor-001,BIM Processing Job,container,development,ap-southeast-1,medium,none,False,False,True,False,53.351,47.768,9.808,248.986,730.189,0.43,187.743,2.271,22.274,668.22,11.23,6.425,572.169,0,1,1,0,2,0,0,0,1,722.452,348.622,186.388
wl-bim-processor-001,BIM Processing Job,container,development,ap-southeast-1,medium,none,False,False,True,False,55.587,51.213,8.26,240.616,921.527,0.455,170.326,2.681,22.145,664.35,15.011,8.566,570.634,0,1,1,0,2,0,0,0,1,603.187,486.575,307.647
wl-bim-processor-001,BIM Processing Job,container,development,ap-southeast-1,medium,none,False,False,True,False,61.394,62.69,8.871,248.285,906.005,0.306,167.259,2.236,19.836,595.08,17.069,9.946,582.72,0,1,1,0,2,0,0,0,1,707.876,517.559,320.034
wl-bim-processor-001,BIM Processing Job,container,development,ap-southeast-1,medium,none,False,False,True,False,51.882,52.054,10.4,253.907,868.374,0.413,195.601,2.345,24.388,731.64,14.089,8.126,576.76,0,1,1,0,2,0,0,0,1,876.976,375.13,230.369
wl-bim-processor-001,BIM Processing Job,container,development,ap-southeast-1,medium,none,False,False,True,False,63.454,53.547,8.335,235.476,836.043,0.508,169.969,2.254,18.787,563.61,12.663,7.115,561.908,0,1,1,0,2,0,0,0,1,557.476,377.641,195.456
wl-bim-processor-001,BIM Processing Job,container,development,ap-southeast-1,medium,none,False,False,True,False,54.457,67.62,8.616,253.06,792.011,0.288,210.852,2.381,20.515,615.45,15.582,8.509,546.064,0,1,1,0,2,0,0,0,1,687.529,437.469,224.554
wl-bim-processor-001,BIM Processing Job,container,development,ap-southeast-1,medium,none,False,False,True,False,57.055,62.202,9.978,264.454,910.209,0.322,164.973,2.255,22.5,675.0,15.555,8.817,566.843,0,1,1,0,2,0,0,0,1,648.67,503.464,269.408
wl-bim-processor-001,BIM Processing Job,container,development,ap-southeast-1,medium,none,False,False,True,False,54.649,50.068,9.381,254.725,1074.745,0.606,170.865,2.518,23.621,708.63,12.473,6.752,541.325,0,1,1,0,2,0,0,0,1,670.511,446.41,190.06
wl-bim-processor-001,BIM Processing Job,container,development,ap-southeast-1,medium,none,False,False,True,False,48.266,60.608,8.224,255.303,802.783,0.675,180.145,2.289,18.825,564.75,14.142,7.534,532.728,0,1,1,0,2,0,0,0,1,484.877,465.12,270.444
wl-bim-processor-001,BIM Processing Job,container,development,ap-southeast-1,medium,none,False,False,True,False,50.896,58.393,8.585,252.651,854.963,0.493,203.465,2.311,19.84,595.2,15.93,9.162,575.127,0,1,1,0,2,0,0,0,1,688.48,433.437,268.667
wl-bim-processor-001,BIM Processing Job,container,development,ap-southeast-1,medium,none,False,False,True,False,49.608,61.788,8.46,272.32,927.703,0.415,191.072,2.437,20.617,618.51,13.751,7.977,580.074,0,1,1,0,2,0,0,0,1,671.21,461.692,245.775
